"Text","Author","Likes"
"@9:40 Clean Energy ""you don''t have to dig it up"". What the hell are all these technologies made up of either oil or minerals which you have to dig up.","@poesypoet",""
"The techno-optimist story provides ideological cover for escalation: ""Yes, we''re in conflict, but it''s birth pangs of glorious future"" → Justifies sacrifice ""Technology will solve problems"" → Delays confronting power redistribution ""This is how America renews itself"" → Naturalizes hegemonic violence as historical necessity ""The old world is dying"" → Frames resistance to US dominance as clinging to past Elites also believe in technological supremacy, they''re racing to maintain ""tech edge"" over China. They also invoke ""closing window."" The disagreement isn''t whether tech matters but who controls it and for what ends. Different elite factions These may represent competing fractions within Western elite: Leyden: Tech capital, West Coast VC, innovation economy boosters. They want: deregulation for AI deployment, IP monopolies, government R&D funding but not social welfare, continued dollar hegemony for tech investment flows. Others: Atlantic security establishment, military-industrial complex, extractive capital tied to resource flows. They want: hard power dominance, control of supply chains, containment of peer competitors. These factions have tensions (tech companies resisted some defense contracts, opposed China trade war initially) but share class interest in maintaining Western/American primacy. Leyden''s Silicon Valley optimism requires global financial system stability, IP enforcement, and access to inputs (minerals, manufacturing, markets) that the security establishment secures through coercion.","@dradenhaven1549",""
"I agree with a lot of the points, but there is no vision for HOW the ideas of the future may work. I love videos exploring the possibilities, but this one, even though nicely presented, doesn''t go deep enough into the potential mechanisms of the future (Like, duh, we''re pondering, present your vision).","@MdnightOne",""
"the game changing is utterly unsustainable on so many levels             the financing deals are the thing       25 year changes due to biophysical reality       not TESCREAL dreams","@GlobeHackers",""
"Woah the aspect ratio!!!","@faiazekabir7760",""
"There''s no such a thing as ""clean energy"". The raw materials you need to make a solar panel or  a battery still need to be extracted, at a very high environmental cost. And lithium stocks are as finite as oil or coal.","@bobmichelle",""
"I like the idea of change, but afraid of it as well.  Its fine when your on the cuffs of its benefit, but sucks when you get steam rolled by it.","@chrisklugh",""
"AI can''t draw solar panels on my roof yet. It ain''t there","@NoobNoob1986",""
"Cultural differences and language is the main wall that will prevent your global governance... and who in their right mind would agree to be ruled like that?","@record.retake.repeat7922",""
"I really enjoyed this.","@brandonschuttler",""
"Global governance and digital currency? You know there is this one book written about 2000 years ago...","@dompredator77",""
"If we manage to fend off the global onslaught of fascism and religious stupidity, then yes, the following decades promise to be absolutely amazing.","@animatr0nic",""
"This whole future reminds me of the British 1980s comic CRISIS by Pat Mills.","@scarba",""
"Freethink, until they cut off your digital currency... aaand this is why I bitcoin.","@watertekstudio",""
"So we want the 1% to create a governance for the whole world to benefit the 1%? Convince me this isn''t the direction this is going to go.","@ryanemery1211",""
"To answer this is the question is would you go back or forward in time.","@1966human",""
"For everyone that is not a corpo exec, this year has been horrible.","@zoltanrobertlovas4672",""
"War seems to be one hell of a catalyst.","@LIGO-LHC",""
"Our technology is progressing exponentially, but our bigger problems such as poverty, housing, water in some places of the world, etc are being solved at snail pace. I wish we focused more on fixing our social problems first before the technology, because we definitely are not ready for the new age. If we head into a new age now, with  AI (which i welcome wholeheartedly), only the rich will benefit, and the disparity between the rich and the poor will become larger. In regards of globalization, isnt America leading a reverse-globalization movement right now? Globalization with M.A.D. mentality seems contradictory.","@gerardgatdula4531",""
